boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18193-06,"Modifica la ley N° 19.886, Ley de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, con el objeto de perfeccionar las disposiciones relativas a los procedimientos de contratación",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18194-08,Crea un régimen jurídico especial aplicable a los minerales críticos,parlamentario,Minería y Energía,Minería y Energía,Minería y energía,,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,,,,
18195-07,"Modifica la Carta Fundamental, con el objeto de establecer la exigencia para senadores y diputados de someterse a un examen para detectar el consumo de sustancias o drogas estupefacientes o sicotrópicas.",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Administración parlamentaria,Constitución y justicia | Seguridad,revision_semantica,0.96,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.75 || score_2=Gobierno interior y descentralización:2.25",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_revision_completa,Establece una obligación específica de senadores y diputados de someterse a controles de drogas; afecta directamente el estatuto y deberes de los parlamentarios.,2026-09-02
18196-04,Amplía hipótesis de ingreso de Fuerzas de Orden y Seguridad a recintos universitarios y colegiales,parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18197-04,"Modifica la ley N° 20.027, en materia de cobro de créditos de educación superior, para fortalecer las garantías del debido proceso",parlamentario,Educación,Educación | Hacienda,Educación,Economía y hacienda,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,Economía y hacienda,,,
18198-15,Modifica cuerpos legales que indica con el objeto de fortalecer la seguridad marítima y pesquera,parlamentario,Transportes y Telecomunicaciones,"Transportes y Telecomunicaciones | Pesca, Acuicultura e Intereses Marítimos",Transportes y telecomunicaciones,Pesca y acuicultura,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,Pesca y acuicultura,,,
18205-29,"Reconoce al fútbol amateur como actividad de interés público y establece normas sobre prevención de la violencia, seguridad, responsabilidad y transparencia en esa actividad",parlamentario,Deportes y Recreación,Deportes y Recreación,Deportes,,institucional_destinacion,0.97,0,,comision_origen=Deportes y Recreación,institutional-hybrid-v0.3,Deportes,,,,
18214-07,Modifica la Constitución Política para declarar incompatible percibir pensiones de retiro y remuneraciones por ejercer cargos de elección popular o altos cargos de la administración del Estado,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Trabajo y seguridad social,Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Trabajo y seguridad social:30.75 || score_2=Constitución y justicia:9.75",institutional-hybrid-v0.3,Trabajo y seguridad social,Constitución y justicia,,,
18206-13,Modifica el Código del Trabajo en materia de contrato por horas y educación dual,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18243-13,Establece como feriado irrenunciable el día Viernes Santo de cada año,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18199-12,"Modifica la ley N° 20.920, que establece marco para la gestión de residuos, la responsabilidad extendida del productor y fomento al reciclaje, para sancionar las infracciones en la gestión de desechos textiles",parlamentario,Medio Ambiente y Recursos Naturales,Medio Ambiente y Recursos Naturales,Medio ambiente,,institucional_destinacion,0.97,0,,comision_origen=Medio Ambiente y Recursos Naturales,institutional-hybrid-v0.3,Medio ambiente,,,,
18200-06,"Modifica la ley N° 19.886, de bases sobre contratos administrativos de suministro y prestación de servicios, con el objeto de establecer una inhabilidad especial respecto de las personas jurídicas que indica",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18201-06,Rehabilita la nacionalidad chilena a Manuel Guillermo Pinto Pizarro,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18202-06,Rehabilita la nacionalidad chilena a Carlos Javier Araya Labra,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18203-06,Rehabilita la nacionalidad chilena a Cristóbal Parot Fernández,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18204-06,Rehabilita la nacionalidad chilena a Blanca Rosa Fernández Peirano,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18207-06,Rehabilita la nacionalidad chilena a Macarena Ximena Kathia Aguilera Fernández,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18208-25,"Modifica el Código Procesal Penal, para regular la continuidad del juicio oral y permitir la dictación de sentencia definitiva ante la incomparecencia injustificada del acusado",ejecutivo,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18209-04,"Establece requisitos de legalidad, transparencia y auditoría para la ejecución de cobros de créditos educativos con garantía estatal",parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18221-11,Garantiza el acceso efectivo a prestaciones de salud en zonas rurales y aisladas mediante la incorporación del principio de pertinencia territorial en la atención primaria municipal,parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18210-06,Concede la nacionalidad chilena por gracia al ciudadano uruguayo Pablo Lemoine,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18212-07,"Modifica el código penal y la ley Nº 20.084, con el objeto de establecer la responsabilidad penal de los padres o guardadores por omisión grave del deber de cuidado",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.888,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:12.75 || score_2=Familia, infancia y adolescencia:6.75",institutional-hybrid-v0.3,Constitución y justicia,,,,
18220-07,Reforma constitucional que extiende el periodo en el que las autoridades del Gobierno deben comparecer y suministrar antecedentes ante las comisiones especiales investigadoras,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.889,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:10.50 || score_2=Gobierno interior y descentralización:2.25",institutional-hybrid-v0.3,Constitución y justicia,,,,
18211-25,"Modifica el código penal, con el objeto de tipificar el delito de ocultamiento de identidad en el contexto de eventos masivos y desórdenes públicos",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18215-10,"Acuerdo de mutua exención del requisito de visa para los titulares de pasaportes diplomáticos, especiales y oficiales entre el Gobierno de la República de Chile y el Gobierno del Estado de Catar",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18216-05,Para la reconstrucción nacional y el desarrollo económico y social,ejecutivo,Hacienda,Hacienda,Economía y hacienda,Trabajo y seguridad social | Desarrollo social | Infraestructura y obras públicas,revision_semantica,0.91,0,,origen=Hacienda || score_1=Economía y hacienda:20.00 || score_2=Trabajo y seguridad social:19.50,institutional-hybrid-v0.3,Economía y hacienda,Trabajo y seguridad social,modelo_lenguaje_revision_completa,"Es un mensaje amplio de reconstrucción y reactivación económica y social; por su origen en Hacienda y diseño económico-fiscal se clasifica allí, conservando empleo, desarrollo social e infraestructura como dimensiones secundarias.",2026-09-02
18217-07,"Modifica diversos cuerpos legales, con el objeto de perfeccionar las disposiciones relativas a la persecución penal de la criminalidad organizada y el terrorismo",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Constitución y justicia,revision_semantica,0.99,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:15.25 || score_2=Seguridad:15.25",institutional-hybrid-v0.3,Constitución y justicia,Seguridad,modelo_lenguaje_revision_completa,El objeto explícito es mejorar la persecución de criminalidad organizada y terrorismo; las modificaciones procesales y penales constituyen el medio jurídico.,2026-09-02
18218-25,"Modifica diversos cuerpos legales, en materia de persecución de conductas que afectan la seguridad en espacios públicos o alteran gravemente la convivencia ciudadana",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
